row,studyID,authors,year,title,journal,species,n,female,dropout,age,site,attempt_replication,successful_replication,species_comparison,notes
139,3,"Lonsdorf, Engelbert, Howard",2019,A competitive drive? Same‐sex attentional preferences in capuchins,American Journal of Primatology,tufted capuchin,17,8,1,mixed,Franklin and Marshall College,no,NA,no,NA
140,252,"Jacobson, Hopper",2019,Hardly habitual: chimpanzees and gorillas show flexibility in their motor responses when presented with a causally-clear task,PeerJ,Western gorilla,7,3,0,mixed,Lincoln Park Zoo,no,NA,yes,NA
141,506,"Mendonca, Dahl, Carvalho, Matsuzawa, Adachi",2018,Touch-screen-guided task reveals a prosocial choice tendency by chimpanzees (Pan troglodytes),PeerJ,chimpanzee,6,5,0,mixed,Primate Research Institute,no,NA,no,NA
142,133,"Hall, Melfi, Burns, McGill, Doyle",2018,Curious creatures: a multi-taxa investigation of responses to novelty in a zoo environment,PeerJ,ring-tailed lemur,8,0,NA,adult,Taronga Zoo,no,NA,no,NA
143,82,"Harrison, Whiten",2018,Chimpanzees (Pan troglodytes) display limited behavioural flexibility when faced with a changing foraging task requiring tool use,PeerJ,chimpanzee,16,9,2,adult,Edinburgh Zoo,yes,partial,no,NA
144,466,"Bandini, Tennie",2017,"Spontaneous reoccurrence of ``scooping'', a wild tool-use behaviour, in naïve chimpanzees",PeerJ,chimpanzee,14,NA,NA,mixed,NA,no,NA,no,NA
145,2,"Canteloup, Meunier",2017,`Unwilling' versus `unable': Tonkean macaques' understanding of human goal-directed actions,PeerJ,Tonkean macaque,15,2,NA,mixed,Centre de Primatologie de l'Université de Strasbourg,conceptual,yes,no,NA
146,169,"Canteloup, Piraux, Poulin, Meunier",2016,Do Tonkean macaques (Macaca tonkeana) perceive what conspecifics do and do not see?,PeerJ,Tonkean macaque,11,3,0,mixed,Centre de Primatologie de l'Université de Strasbourg,conceptual,yes,no,NA
147,140,"Bateson, Nettle",2015,Development of a cognitive bias methodology for measuring low mood in chimpanzees,PeerJ,chimpanzee,3,1,0,adult,Chimfunshi Wildlife Orphanage,no,NA,no,NA
148,53,"Hopper, Kurtycz, Ross, Bonnie",2015,"Captive chimpanzee foraging in a social setting: a test of problem solving, flexibility, and spatial discounting",PeerJ,chimpanzee,6,4,0,adult,Lincoln Park Zoo,no,NA,no,NA
149,538,"Tomonaga, Kaneko",2014,What did you choose just now? Chimpanzees’ short-term retention of memories of their own behavior,PeerJ,chimpanzee,4,3,0,mixed,Primate Research Institute,no,NA,no,NA
150,20,"Suchak, Eppley, Campbell, de Waal",2014,Ape duos and trios: spontaneous cooperation with free partner choice in chimpanzees,PeerJ,chimpanzee,11,10,0,adult,Yerkes National Primate Research Center,no,NA,no,NA
151,6,"Hecht, Mahovetz, Preuss, Hopkins",2017,A neuroanatomical predictor of mirror self-recognition in chimpanzees,Social Cognitive and Affective Neuroscience,chimpanzee,60,39,0,adult,Yerkes National Primate Research Center,no,NA,no,NA
152,491,"Mahovetz, Young, Hopkins",2016,The influence of AVPR1A genotype on individual differences in behaviors during a mirror self‐recognition task in chimpanzees (Pan troglodytes),"Genes, Brain & Behavior",chimpanzee,73,52,0,adult,Yerkes National Primate Research Center,no,NA,no,NA
153,298,"Hopkins, Latzman, Mahovetz, Li, Roberts",2019,Investigating individual differences in chimpanzee mirror self-recognition and cortical thickness: A vertex-based and region-of-interest analysis,Cortex,chimpanzee,67,46,0,mixed,Yerkes National Primate Research Center,no,NA,no,NA
154,400,"D'Agostino, Cunningham",2015,Preliminary Investigation of Flexibility in Learning Color-Reward Associations in Gibbons (Hylobatidae),American Journal of Primatology,siamang,2,2,0,adult,Gibbon Conservation Center,no,NA,yes,NA
155,400,"D'Agostino, Cunningham",2015,Preliminary Investigation of Flexibility in Learning Color-Reward Associations in Gibbons (Hylobatidae),American Journal of Primatology,Eastern hoolock,7,3,0,mixed,Gibbon Conservation Center,no,NA,yes,NA
156,400,"D'Agostino, Cunningham",2015,Preliminary Investigation of Flexibility in Learning Color-Reward Associations in Gibbons (Hylobatidae),American Journal of Primatology,Javan gibbon,3,1,0,adult,Gibbon Conservation Center,no,NA,yes,NA
157,400,"D'Agostino, Cunningham",2015,Preliminary Investigation of Flexibility in Learning Color-Reward Associations in Gibbons (Hylobatidae),American Journal of Primatology,pileated gibbon,4,2,0,mixed,Gibbon Conservation Center,no,NA,yes,NA
158,336,"Chang, Fang, Zhang, Poo, Gong",2015,Mirror-Induced Self-Directed Behaviors in Rhesus Monkeys after Visual-Somatosensory Training,Current Biology,rhesus macaque,11,0,0,juvenile,Shanghai Institutes for Biological Sciences,no,NA,no,NA
159,458,"Howard, Wagner, Woodward, Ross, Hopper",2017,Social models enhance apes memory for novel events,Scientific Reports,chimpanzee,5,3,0,adult,Lincoln Park Zoo,no,NA,no,NA
160,458,"Howard, Wagner, Woodward, Ross, Hopper",2017,Social models enhance apes memory for novel events,Scientific Reports,Western gorilla,2,0,0,adult,Lincoln Park Zoo,no,NA,no,NA
161,478,"Tan, Tao, Su",2014,Testing the Cognition of the Forgotten Colobines: A First Look at Golden Snub-Nosed Monkeys (Rhinopithecus roxellana),International Journal of Primatology,golden snub-nosed monkey,18,8,NA,mixed,Beijing Zoo,no,NA,no,NA
162,478,"Tan, Tao, Su",2014,Testing the Cognition of the Forgotten Colobines: A First Look at Golden Snub-Nosed Monkeys (Rhinopithecus roxellana),International Journal of Primatology,golden snub-nosed monkey,0,0,NA,mixed,Beijing Wildlife Park,no,NA,no,NA
163,253,"Kaigaishi, Nakamichi, Yamada",2019,High but not low tolerance populations of Japanese macaques solve a novel cooperative task,Primates,Japanese macaque,19,17,NA,mixed,Awaji Monkey Center,no,NA,no,NA
164,253,"Kaigaishi, Nakamichi, Yamada",2019,High but not low tolerance populations of Japanese macaques solve a novel cooperative task,Primates,Japanese macaque,16,NA,NA,mixed,Katsuyama,no,NA,no,NA
165,413,"Englerova, Klement, Frynta, Rokyta, Nekovarova",2019,Reactions to novel objects in monkeys: what does it mean to be neophobic?,Primates,rhesus macaque,4,0,0,adult,Charles University Prague,no,NA,no,NA
166,528,"Wilson, Tomonaga",2018,Visual discrimination of primate species based on faces in chimpanzees,Primates,chimpanzee,5,5,0,adult,Primate Research Institute,no,NA,no,NA
167,311,"Gao, Su, Tomonaga, Matsuzawa",2018,Learning the rules of the rock–paper–scissors game: chimpanzees versus children,Primates,chimpanzee,5,4,2,adult,Primate Research Institute,no,NA,no,NA
168,522,"Chen, Gao, Tan, Tao, Su",2017,Variation in gaze-following between two Asian colobine monkeys,Primates,François' langur,15,0,NA,adult,François’ Langur Breeding Center,no,NA,yes,NA
170,434,"Isbell, Etting",2017,"Scales drive detection, attention, and memory of snakes in wild vervet monkeys (Chlorocebus pygerythrus)",Primates,vervet monkey,NA,NA,NA,mixed,Mpala Research Centre,no,NA,no,NA
171,233,"Arnaud, Suzumura, Inoue, Adams, Weiss, Inoue-Murayama",2017,"Genes, social transmission, but not maternal effects influence responses of wild Japanese macaques (Macaca fuscata) to novel-object and novel-food tests",Primates,Japanese macaque,70,NA,NA,mixed,Koshima Island,no,NA,no,NA
172,443,"Corat, Siquera, Ottoni",2016,Sequential organization and optimization of the nut-cracking behavior of semi-free tufted capuchin monkeys (Sapajus sp.),Primates,tufted capuchin,NA,NA,NA,mixed,Tietê Ecological Park,no,NA,no,NA
173,380,"Kim, Martinez, Choe, Lee, Tomonaga",2015,Orangutans (Pongo spp.) do not spontaneously share benefits with familiar conspecifics in a choice paradigm,Primates,Bornean orangutan,1,0,1,adult,Seoul Zoo,no,NA,no,NA
174,380,"Kim, Martinez, Choe, Lee, Tomonaga",2015,Orangutans (Pongo spp.) do not spontaneously share benefits with familiar conspecifics in a choice paradigm,Primates,orangutan,1,1,1,adult,Seoul Zoo,no,NA,no,NA
175,178,"Mallavarapu, Stoinski, Perdue, Maple",2015,Double invisible displacement understanding in orangutans: testing in non-locomotor and locomotor space,Primates,Sumatran orangutan,4,4,0,adult,Zoo Atlanta,conceptual,yes,no,NA
176,178,"Mallavarapu, Stoinski, Perdue, Maple",2015,Double invisible displacement understanding in orangutans: testing in non-locomotor and locomotor space,Primates,orangutan,1,0,0,adult,Zoo Atlanta,conceptual,yes,no,NA
177,50,"Amici, Aureli, Mundry, Amaro, Barroso, Ferretti, Call",2014,Calculated reciprocity? A comparative test with six primate species,Primates,Sumatran orangutan,4,3,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
178,50,"Amici, Aureli, Mundry, Amaro, Barroso, Ferretti, Call",2014,Calculated reciprocity? A comparative test with six primate species,Primates,chimpanzee,9,6,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
179,50,"Amici, Aureli, Mundry, Amaro, Barroso, Ferretti, Call",2014,Calculated reciprocity? A comparative test with six primate species,Primates,bonobo,5,3,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
180,50,"Amici, Aureli, Mundry, Amaro, Barroso, Ferretti, Call",2014,Calculated reciprocity? A comparative test with six primate species,Primates,Western gorilla,4,3,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
181,50,"Amici, Aureli, Mundry, Amaro, Barroso, Ferretti, Call",2014,Calculated reciprocity? A comparative test with six primate species,Primates,tufted capuchin,7,4,0,mixed,ISTC-CNR Primate Centre,no,NA,yes,NA
182,50,"Amici, Aureli, Mundry, Amaro, Barroso, Ferretti, Call",2014,Calculated reciprocity? A comparative test with six primate species,Primates,Geoffroy's spider monkey,7,4,0,mixed,Animaya Zoo,no,NA,yes,NA
183,139,"Darusman, Call, Sajuthi, Schapiro, Gjedde, Kalliokoski, Hau",2014,Delayed response task performance as a function of age in cynomolgus monkeys (Macaca fascicularis),Primates,long-tailed macaque,18,9,NA,mixed,Primate Research Center IPB,no,NA,no,NA
184,418,"Amici, Aureli, Call",2014,Response facilitation in the four great apes: is there a role for empathy?,Primates,chimpanzee,14,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
185,418,"Amici, Aureli, Call",2014,Response facilitation in the four great apes: is there a role for empathy?,Primates,bonobo,4,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
186,418,"Amici, Aureli, Call",2014,Response facilitation in the four great apes: is there a role for empathy?,Primates,Sumatran orangutan,5,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
187,418,"Amici, Aureli, Call",2014,Response facilitation in the four great apes: is there a role for empathy?,Primates,Western gorilla,4,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
188,457,"Reddy, MacLean, Sandel, Hare",2015,Social inhibitory control in five lemur species,Primates,ring-tailed lemur,17,8,0,mixed,Duke Lemur Center,yes,yes,yes,NA
189,457,"Reddy, MacLean, Sandel, Hare",2015,Social inhibitory control in five lemur species,Primates,mongoose lemur,15,7,0,adult,Duke Lemur Center,yes,yes,yes,NA
190,457,"Reddy, MacLean, Sandel, Hare",2015,Social inhibitory control in five lemur species,Primates,black-and-white ruffed lemur,14,6,0,mixed,Duke Lemur Center,yes,yes,yes,NA
191,457,"Reddy, MacLean, Sandel, Hare",2015,Social inhibitory control in five lemur species,Primates,black lemur,13,4,0,adult,Duke Lemur Center,yes,yes,yes,NA
192,457,"Reddy, MacLean, Sandel, Hare",2015,Social inhibitory control in five lemur species,Primates,Coquerel's sifaka,12,5,0,mixed,Duke Lemur Center,yes,yes,yes,NA
193,216,"Weiss, Brandl, Frynta",2015,Fear reactions to snakes in naïve mouse lemurs and pig-tailed macaques,Primates,gray mouse lemur,10,5,NA,NA,Prague Zoo,no,NA,no,NA
194,216,"Weiss, Brandl, Frynta",2015,Fear reactions to snakes in naïve mouse lemurs and pig-tailed macaques,Primates,Southern pig-tailed macaque,10,6,NA,NA,Prague Zoo,no,NA,no,NA
197,479,"Gao, Tomonaga",2018,The body inversion effect in chimpanzees (Pan troglodytes),PLOS ONE,chimpanzee,7,6,0,adult,Primate Research Institute,yes,yes,no,NA
198,130,"Miss, Burkart",2018,Corepresentation During Joint Action in Marmoset Monkeys (Callithrix jacchus),Psychological Science,common marmoset,10,5,NA,adult,Anthropological Institute Primate Research Station,no,NA,no,NA
199,75,"Rosati, DiNicola, Buckholtz",2018,Chimpanzee Cooperation Is Fast and Independent From Self-Control,Psychological Science,chimpanzee,40,19,NA,mixed,Tchimpounga Chimpanzee Sanctuary,yes,yes,no,NA
200,79,"Calcutt, Proctor, Berman, de Waal",2018,Chimpanzees (Pan troglodytes) Are More Averse to Social Than Nonsocial Risk,Psychological Science,chimpanzee,8,8,3,adult,Yerkes National Primate Research Center,no,NA,no,NA
201,372,"Melis, Grocke, Kalbitz, Tomasello",2016,"One for You, One for Me: Humans’ Unique Turn-Taking Skills",Psychological Science,chimpanzee,12,6,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no,NA
202,465,"Rosati, Santos",2016,Spontaneous Metacognition in Rhesus Monkeys,Psychological Science,rhesus macaque,120,50,77,mixed,Cayo Santiago,yes,yes,no,NA
203,192,"Blanchette, Marzouki, Claidière, Gullstrand, Fagot",2016,Emotion-Cognition Interaction in Nonhuman Primates: Cognitive Avoidance of Negative Stimuli in Baboons (Papio papio),Psychological Science,Guinea baboon,14,9,NA,NA,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no,NA
204,246,"Kano, Call",2014,Great Apes Generate Goal-Based Action Predictions: An Eye-Tracking Study,Psychological Science,bonobo,4,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
205,246,"Kano, Call",2014,Great Apes Generate Goal-Based Action Predictions: An Eye-Tracking Study,Psychological Science,chimpanzee,12,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
206,246,"Kano, Call",2014,Great Apes Generate Goal-Based Action Predictions: An Eye-Tracking Study,Psychological Science,orangutan,6,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes,NA
207,495,"Cantlon, Piantadosi, Ferrigno, Hughes, Barnard",2015,The Origins of Counting Algorithms,Psychological Science,olive baboon,2,NA,NA,NA,Seneca Park Zoo,yes,yes,no,NA
208,473,"Smith, Beran",2018,Task Switching in Rhesus Macaques (Macaca mulatta) and Tufted Capuchin Monkeys (Cebus apella) During Computerized Categorization Tasks,Journal of Experimental Psychology: Animal Learning and Cognition,rhesus macaque,6,0,NA,adult,Language Research Center,no,NA,yes,NA
209,473,"Smith, Beran",2018,Task Switching in Rhesus Macaques (Macaca mulatta) and Tufted Capuchin Monkeys (Cebus apella) During Computerized Categorization Tasks,Journal of Experimental Psychology: Animal Learning and Cognition,tufted capuchin,9,5,NA,adult,Language Research Center,no,NA,yes,NA
210,134,"Parrish, Otalora-Garcia, Beran",2017,Dealing With Interference: Chimpanzees Respond to Conflicting Cues in a Food-Choice Memory Task,Journal of Experimental Psychology: Animal Learning and Cognition,chimpanzee,3,1,NA,adult,Language Research Center,no,NA,no,NA
211,86,"Beran, James, Whitham, Parrish",2016,Chimpanzees Can Point to Smaller Amounts of Food to Accumulate Larger Amounts but They Still Fail the Reverse-Reward Contingency Task,Journal of Experimental Psychology: Animal Learning and Cognition,chimpanzee,3,1,NA,adult,Language Research Center,yes,yes,no,NA
212,57,"Beran, Perdue, Church, Smith",2016,Capuchin Monkeys (Cebus apella) Modulate Their Use of an Uncertainty Response Depending on Risk,Journal of Experimental Psychology: Animal Learning and Cognition,tufted capuchin,9,4,NA,adult,Language Research Center,no,NA,no,NA
213,172,"Parrish, Brosnan, Beran",2015,"Do You See What I See? A Comparative Investigation of the Delboeuf Illusion in Humans (Homo sapiens), Rhesus Monkeys (Macaca mulatta), and Capuchin Monkeys (Cebus apella)",Journal of Experimental Psychology: Animal Learning and Cognition,rhesus macaque,7,0,NA,adult,Language Research Center,no,NA,yes,NA
